Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,COUNT
COX11,1,0,0,0,0,0,0,0,0,0,1
FHL3,0,0,0,0,0,0,0,0,0,0,0
TTC21B,0,0,0,0,0,0,0,0,0,0,0
IFFO2,0,0,0,0,0,0,0,0,0,0,0
UTP3,0,0,0,0,0,0,0,0,0,0,0
HPX,0,0,0,0,0,0,0,0,0,0,0
GLT8D2,0,0,0,0,0,0,0,0,0,0,0
UBE2G2,0,0,1,0,0,0,0,0,0,0,1
CSMD2,0,1,0,0,0,0,0,0,0,0,1
KCNQ3,0,0,0,0,0,0,0,0,0,0,0
ZNF395,0,0,0,0,1,0,1,0,0,0,2
MUSTN1,0,0,0,0,0,0,0,0,0,0,0
IKBKB,1,0,0,0,0,0,0,0,0,0,1
IKZF2,0,0,0,0,0,0,0,0,0,0,0
OTOF,0,1,0,0,0,0,0,0,0,0,1
GRK5,0,0,0,1,0,0,0,0,0,0,1
RSBN1L,1,0,0,0,0,0,0,0,0,0,1
CYB5D2,0,0,0,0,0,0,0,0,0,0,0
TLN1,0,1,0,1,0,0,0,0,0,0,2
NICN1,0,0,0,0,0,0,0,0,0,0,0
PIH1D1,0,0,0,0,0,0,0,0,0,0,0
SCRIB,0,0,0,0,0,0,0,0,0,0,0
LIPA,0,0,0,0,0,0,0,0,0,0,0
PLEKHM2,0,0,0,0,0,0,0,0,0,0,0
SLC44A5,0,0,0,0,0,0,0,0,0,0,0
DHRS11,0,0,0,1,0,0,0,0,0,0,1
FOXP2,0,0,0,0,0,0,0,0,0,0,0
MAN2C1,0,0,0,0,0,0,0,0,0,0,0
PIM1,0,0,0,0,0,0,0,0,0,0,0
FOXH1,0,0,0,0,0,0,0,0,0,0,0
RANBP10,0,0,0,0,0,0,0,0,0,0,0
SHCBP1,0,0,0,0,0,0,0,0,0,0,0
SGSM1,0,0,0,0,0,0,0,0,0,0,0
FAM214B,0,0,0,0,0,0,0,0,0,0,0
TP53I13,0,0,0,0,0,0,0,0,0,0,0
COG3,0,0,0,0,0,0,0,0,0,0,0
STRADA,0,0,0,0,0,0,0,0,0,0,0
CLOCK,0,1,0,0,0,0,0,0,0,0,1
MIA,0,0,0,0,0,0,0,0,0,0,0
ZNF366,1,0,0,0,0,0,0,0,0,0,1
KIF26B,0,1,0,0,0,0,0,0,0,0,1
UNC119,0,0,0,0,0,0,0,0,0,0,0
RAD54L,0,0,0,0,0,0,0,0,0,0,0
DIABLO,0,0,0,0,0,0,0,0,0,0,0
ISY1,0,0,0,0,0,0,0,0,0,0,0
TAF8,0,0,0,1,0,0,0,0,0,0,1
FANK1,1,0,0,0,0,0,0,0,0,0,1
FOXE1,0,0,0,0,0,0,0,0,0,0,0
CAMLG,0,0,0,0,0,0,0,0,0,0,0
P2RY6,0,0,0,0,0,0,0,0,0,0,0
FNDC9,0,0,0,0,0,0,0,0,0,0,0
ALDH1A3,0,0,0,0,0,0,0,0,0,0,0
NOL10,0,0,0,0,0,0,0,0,0,0,0
LILRB1,0,0,0,0,0,0,0,0,0,0,0
BTBD7,1,0,1,0,0,0,0,0,0,0,2
TYW5,0,1,0,0,0,0,0,0,0,0,1
DCTN2,0,0,0,0,0,0,0,0,0,0,0
TIMP4,0,0,0,0,0,0,0,0,0,0,0
FAM149B1,0,0,0,0,0,0,0,0,0,0,0
TMEM185B,0,0,0,0,0,0,0,0,0,0,0
AGFG1,0,0,0,0,0,0,0,0,0,0,0
NDUFAF2,0,0,0,0,0,0,0,0,0,0,0
INPP5F,1,0,0,0,0,0,0,0,0,0,1
GRM4,1,0,0,0,0,0,0,0,0,0,1
ATP11A,0,0,0,0,0,0,0,0,0,0,0
SASS6,0,0,0,0,0,0,0,0,0,0,0
RPS7,0,0,0,0,0,0,0,0,0,0,0
RNF145,0,0,0,0,0,0,0,0,0,0,0
GRIK3,0,0,0,0,0,0,0,0,0,0,0
XRN2,0,1,0,0,0,0,0,0,0,0,1
FLYWCH1,0,0,0,1,0,0,0,0,0,0,1
SCUBE2,0,0,0,0,0,0,0,0,0,0,0
SBSPON,0,0,0,0,0,0,0,0,0,0,0
TMED8,0,0,0,0,0,0,0,0,0,0,0
RNASE6,0,0,0,0,0,0,0,0,0,0,0
PROSER2,0,0,0,0,0,0,0,0,0,0,0
CCDC151,1,0,0,0,0,0,0,0,0,0,1
DIAPH1,0,0,1,0,0,0,0,0,0,0,1
C1orf50,0,0,0,0,0,0,0,0,0,0,0
GPA33,0,0,0,0,0,0,0,0,0,0,0
SULT1C2,0,0,0,0,0,0,0,0,0,0,0
FANCD2,0,0,0,0,0,0,0,0,0,0,0
CDH3,0,1,0,0,0,0,0,0,0,0,1
CHD8,1,0,1,0,0,0,0,0,0,0,2
ALG10B,0,0,0,0,0,0,0,0,0,0,0
ART3,0,0,0,0,0,0,0,0,0,0,0
ECHDC2,0,0,0,0,0,0,0,0,0,0,0
HSPA5,0,1,1,0,0,0,0,0,0,0,2
BCAT2,0,0,0,0,0,0,0,0,0,0,0
EFNB2,0,0,0,0,0,0,0,0,0,0,0
FAM71F2,0,0,0,0,0,0,0,0,0,0,0
TBK1,0,0,0,1,0,0,0,0,0,0,1
UBXN10,0,0,0,0,0,0,0,0,0,0,0
ACP1,0,0,0,0,0,0,0,0,0,0,0
WDR5B,1,0,0,0,0,0,0,0,0,0,1
RPS6KL1,0,0,0,0,0,0,0,0,0,0,0
TDP2,0,0,0,0,0,0,0,0,0,0,0
SCARB1,0,0,0,0,0,0,0,0,0,0,0
ZNF394,0,0,0,0,0,0,0,0,0,0,0
USP5,0,0,0,0,0,0,0,0,0,0,0
EIF5A2,0,0,0,0,0,0,0,0,0,0,0
MTTP,0,0,0,0,0,0,0,0,0,0,0
EMILIN1,0,0,0,0,0,0,0,0,0,0,0
SRCAP,0,0,1,0,0,0,1,0,0,0,2
TRIB1,0,0,0,0,0,1,0,0,0,0,1
PDE4D,0,0,0,0,0,0,0,0,0,0,0
RPS27A,0,0,0,0,0,0,0,0,0,0,0
PLLP,0,0,0,0,0,0,0,0,0,0,0
TSPAN5,0,0,0,0,1,0,0,0,0,0,1
POLM,0,0,0,0,0,0,0,0,0,0,0
SLU7,0,0,1,0,0,0,0,0,0,0,1
MPV17L,0,0,0,0,0,0,0,0,0,0,0
NDST3,0,0,0,0,0,0,0,0,0,0,0
LRRC24,0,0,0,0,0,0,0,0,0,0,0
GLYCTK,0,0,0,0,0,0,0,0,0,0,0
ARID1A,1,0,1,0,0,0,0,0,0,0,2
KCNAB1,0,0,0,0,0,0,0,0,0,0,0
ING4,0,0,0,0,0,0,0,0,0,0,0
HSPD1,0,0,0,0,0,0,0,0,0,0,0
CINP,0,0,0,0,0,0,0,0,0,0,0
GANAB,0,0,0,0,0,0,0,0,0,0,0
FAM168B,0,0,0,0,0,0,0,0,0,0,0
COMMD4,0,0,0,0,0,0,0,0,0,0,0
MAGI3,1,0,0,0,0,0,0,0,0,0,1
ANKIB1,0,1,0,0,0,0,0,0,0,0,1
SNRNP70,0,0,0,0,0,0,0,0,0,0,0
CRYBB2,0,0,0,0,0,0,0,0,0,0,0
BZW1,0,0,0,0,0,0,0,0,0,0,0
RND1,0,0,1,0,0,0,0,0,0,0,1
BAALC,0,0,0,0,0,0,0,0,0,0,0
ARHGEF33,0,0,0,0,0,0,0,0,0,0,0
PDIA6,0,0,0,0,0,0,0,0,0,0,0
ETV2,0,0,0,0,0,0,0,0,0,0,0
NDUFA6,0,0,0,0,0,0,0,0,0,0,0
SLC12A9,0,0,0,0,0,0,0,0,0,0,0
GLYR1,0,0,0,0,0,0,0,0,0,0,0
C16orf70,0,0,1,0,0,0,0,0,0,0,1
ZDHHC5,0,0,0,0,0,0,0,0,0,0,0
N4BP2L2,0,1,0,0,0,0,0,0,0,0,1
MYO1D,0,1,0,0,0,0,0,0,0,0,1
SOX9,0,0,0,0,0,0,0,0,0,0,0
ZNF74,0,0,0,0,0,0,1,0,0,0,1
PRKACG,0,0,0,0,0,0,0,0,0,0,0
WASF2,0,0,0,0,0,0,0,0,0,0,0
ZNF350,1,0,0,0,0,0,0,0,0,0,1
MFAP3,0,0,0,0,1,0,0,0,0,0,1
ERN2,0,0,0,0,0,0,0,0,0,0,0
NLN,0,0,0,0,0,0,0,0,0,0,0
ZNF230,0,0,0,0,0,0,1,0,0,0,1
MRPL2,0,0,0,0,0,0,0,0,0,0,0
MON2,0,1,0,0,0,0,0,0,0,0,1
HNRNPDL,0,0,0,0,1,0,0,0,0,0,1
SAP130,1,0,0,0,0,0,0,0,0,0,1
TNNI3K,0,0,0,0,0,0,0,0,0,0,0
XRCC1,0,0,0,1,0,0,0,0,0,0,1
DACT1,0,0,0,0,0,0,0,0,0,0,0
PIP4K2B,0,0,0,0,0,0,0,0,0,0,0
MTMR11,0,0,0,1,0,0,0,0,0,0,1
BPHL,0,0,0,0,0,0,0,0,0,0,0
GUK1,0,0,0,0,0,0,0,0,0,0,0
AGRN,0,0,0,0,0,0,0,0,0,0,0
PPP1CA,0,0,0,0,0,0,0,0,0,0,0
ANAPC7,1,0,0,0,0,0,0,0,0,0,1
ZBTB43,0,0,0,0,0,0,0,0,0,0,0
GNA12,0,0,0,0,0,0,0,0,0,0,0
LRRC31,0,0,1,0,0,0,0,0,0,0,1
ESYT2,0,0,0,0,0,0,0,0,0,0,0
CTIF,0,0,0,0,0,0,0,0,0,0,0
DYNLRB2,0,0,0,0,0,0,0,0,0,0,0
FOXRED1,0,0,0,0,0,0,0,0,0,0,0
TP53RK,0,0,0,0,0,0,0,0,0,0,0
RPS28,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD1,0,0,0,1,0,0,0,0,0,0,1
SNX10,0,0,0,0,0,0,0,0,0,0,0
LYPLAL1,0,0,0,0,0,0,0,0,0,0,0
SLC39A8,0,0,0,0,0,0,0,0,0,0,0
BCKDHA,0,0,0,0,0,0,0,0,0,0,0
HNMT,0,0,0,0,0,0,0,0,0,0,0
ATP9B,0,0,0,0,0,0,0,0,0,0,0
SLCO3A1,0,0,0,0,0,0,0,0,0,0,0
RASAL3,0,0,0,0,0,0,0,0,0,0,0
ADPRH,0,0,0,0,0,0,0,0,0,0,0
SLC2A4,0,1,0,0,0,0,0,0,0,0,1
METRN,0,0,0,0,0,0,0,0,0,0,0
KRR1,0,0,0,0,0,0,0,0,0,0,0
NR3C2,0,1,0,0,0,0,0,0,0,0,1
SLC35C2,0,0,0,0,0,0,0,0,0,0,0
KPNA4,0,0,0,0,0,0,0,0,0,0,0
ADARB1,1,0,0,0,0,0,0,0,0,0,1
CNOT7,0,0,0,0,0,0,0,0,0,0,0
RBM20,0,0,0,0,0,0,0,0,0,0,0
CREBZF,0,0,0,0,0,0,0,0,0,0,0
NDUFB9,0,0,0,0,0,0,0,0,0,0,0
SRR,0,1,0,0,0,0,0,0,0,0,1
IQUB,0,0,0,0,0,0,0,0,0,0,0
SPATA33,0,0,0,0,0,0,0,0,0,0,0
CERS5,0,0,0,0,0,0,0,0,0,0,0
INPP4B,0,0,0,1,0,0,0,0,0,0,1
GNG2,0,0,0,0,0,0,0,0,0,0,0
KCNJ8,0,0,0,0,0,0,1,0,0,0,1
UBE2S,0,0,0,0,0,0,0,0,0,0,0
PSMF1,0,0,0,0,0,0,0,0,0,0,0
STIM1,0,0,0,0,0,0,0,0,0,0,0
SCAP,0,0,0,0,0,0,0,0,0,0,0
VCPIP1,0,0,0,0,0,0,0,0,0,0,0
TAF4B,0,0,0,0,0,0,0,0,0,0,0
DTYMK,0,0,0,0,0,0,0,0,0,0,0
PLA2G1B,0,0,0,0,0,0,0,0,0,0,0
CNN2,0,0,0,0,0,0,0,0,0,0,0
STAU2,0,0,0,0,0,0,0,0,0,0,0
VMAC,0,0,0,0,0,0,0,0,0,0,0
ABHD15,0,0,0,0,0,0,0,0,0,0,0
SIGIRR,0,0,0,0,0,0,0,0,0,0,0
CD7,0,0,0,0,0,0,0,0,0,0,0
SLC7A11,0,0,0,0,0,0,0,0,0,0,0
C12orf75,0,0,0,0,0,0,0,0,0,0,0
HSD17B8,0,0,0,0,0,0,0,0,0,0,0
ATRAID,0,1,0,0,0,0,0,0,0,0,1
EEFSEC,0,1,0,0,0,0,0,0,0,0,1
MYLK3,0,0,0,0,0,0,0,0,0,0,0
IDH3A,0,0,0,0,0,0,0,0,0,0,0
HEATR3,0,0,0,0,0,0,0,0,0,0,0
RNF183,0,0,0,0,0,0,0,0,0,0,0
GRPEL2,0,0,0,0,0,0,0,0,0,0,0
RPGRIP1L,0,0,0,0,1,0,0,0,0,0,1
LPCAT3,1,0,0,0,0,0,0,0,0,0,1
SYT15,0,0,0,0,0,0,0,0,0,0,0
IFT140,0,0,0,0,0,1,1,0,0,0,2
TJP3,0,0,0,0,0,0,0,0,0,0,0
CD274,0,0,0,0,0,0,0,0,0,0,0
GPBP1,0,1,0,0,0,0,0,0,0,0,1
ESRRA,0,1,0,0,0,0,0,0,0,0,1
CASS4,0,0,0,0,0,0,0,0,0,0,0
GTF2E1,1,0,0,0,0,0,0,0,0,0,1
CXCL13,0,0,0,0,0,0,0,0,0,0,0
UTF1,0,0,0,0,0,0,0,0,0,0,0
CIB1,0,0,0,0,0,0,0,0,0,0,0
RTEL1,0,0,0,0,0,0,0,0,0,0,0
BCAR3,0,0,1,0,0,0,0,0,0,0,1
PHF11,0,0,0,0,0,0,0,0,0,0,0
DRD4,0,0,0,0,0,0,0,0,0,0,0
MVB12A,0,0,0,0,0,0,0,0,0,0,0
ALOX15B,0,0,0,0,0,0,0,0,0,0,0
BRCA1,1,1,0,0,0,0,0,0,0,0,2
AP5M1,0,0,0,0,0,0,0,0,0,0,0
YLPM1,0,0,0,0,0,0,0,0,0,0,0
MED30,0,0,0,0,0,0,0,0,0,0,0
DARS2,0,0,0,0,0,0,0,0,0,0,0
DDX51,0,0,0,0,0,0,0,0,0,0,0
DAD1,0,0,0,0,0,0,0,0,0,0,0
MYO1F,0,0,0,0,0,0,0,0,0,0,0
ZSWIM5,0,0,0,0,1,0,0,0,0,0,1
PSME3,0,0,0,0,0,0,0,0,0,0,0
ZSCAN32,0,0,0,0,1,0,0,0,0,0,1
ARHGAP15,0,0,0,0,0,0,0,0,0,0,0
STK32C,0,0,0,0,0,0,0,0,0,0,0
GP5,0,0,0,0,0,0,0,0,0,0,0
ZNF763,0,0,0,0,0,0,0,0,0,0,0
HOMER3,0,0,0,0,0,0,0,0,0,0,0
MCM8,0,0,0,0,0,0,1,0,0,0,1
DENND4B,0,0,0,0,0,0,0,0,0,0,0
THEM6,0,0,0,0,0,0,0,0,0,0,0
CELF5,0,0,0,0,0,0,0,0,0,0,0
DNAJC16,0,0,0,0,0,0,0,0,0,0,0
TOM1L1,0,0,0,0,0,0,0,0,0,0,0
ADRA2B,0,0,0,0,0,0,0,0,0,0,0
CYP17A1,0,0,0,0,0,0,0,0,0,0,0
SLC35E1,0,0,0,0,0,0,0,0,0,0,0
NUP133,0,0,0,0,0,0,1,0,0,0,1
ZNF792,0,0,0,0,0,1,0,0,0,0,1
TGFBR2,1,0,0,0,0,0,0,0,0,0,1
KIF1B,0,0,0,0,0,0,0,0,0,0,0
UCHL3,0,0,0,0,0,0,0,0,0,0,0
CD14,0,0,0,0,0,0,1,0,0,0,1
DROSHA,0,0,0,0,0,0,0,0,0,0,0
MXRA8,0,0,0,0,0,0,0,0,0,0,0
DNALI1,0,0,0,0,0,0,0,0,0,0,0
CKB,0,0,0,0,0,0,0,0,0,0,0
SNRNP35,0,0,0,0,0,0,0,0,0,0,0
ATPAF1,0,0,0,0,0,0,0,0,0,0,0
NSUN2,1,0,0,0,0,0,0,0,0,0,1
ALDH3A2,0,0,0,0,0,0,0,0,0,0,0
TM6SF1,0,1,0,0,0,0,0,0,0,0,1
USP39,0,0,0,0,0,0,0,0,0,0,0
SLPI,0,0,0,0,0,0,0,0,0,0,0
FAM161A,0,0,0,0,0,0,0,0,0,0,0
LRRC59,0,0,0,0,0,0,0,0,0,0,0
CISH,0,0,0,0,0,0,0,0,0,0,0
MFAP1,1,0,0,0,0,0,0,0,0,0,1
C6orf62,0,0,0,0,0,0,0,0,0,0,0
IL26,0,0,0,0,0,0,0,0,0,0,0
KDM4B,0,0,0,0,0,0,0,0,0,0,0
P2RY12,0,0,0,0,0,0,0,0,0,0,0
VHL,0,0,0,0,0,0,0,0,0,0,0
LURAP1,0,0,0,0,0,0,0,0,0,0,0
PKN2,0,1,1,0,0,0,0,0,0,0,2
CADPS2,0,1,0,0,0,0,0,0,0,0,1
HTR6,0,0,0,0,0,0,0,0,0,0,0
NAT1,0,0,0,0,0,0,0,0,0,0,0
NUP35,0,0,0,0,0,0,0,0,0,0,0
ACTR2,0,0,0,0,0,0,0,0,0,0,0
MXI1,0,0,0,0,0,0,0,0,0,0,0
SHBG,0,0,0,0,0,0,0,0,0,0,0
STAM2,0,0,0,0,0,0,0,0,0,0,0
OPALIN,0,0,0,0,0,0,0,0,0,0,0
POLR1E,0,0,0,0,0,0,0,0,0,0,0
PIK3C2B,0,0,1,1,0,0,0,0,0,0,2
EMX1,0,0,0,0,0,0,0,0,0,0,0
EMC7,0,0,0,0,0,0,0,0,0,0,0
BEND3,0,0,0,0,0,0,0,0,0,0,0
HUS1,0,0,0,0,0,0,0,0,0,0,0
LOXHD1,0,0,0,0,0,0,0,0,0,0,0
G0S2,0,0,0,1,0,0,0,0,0,0,1
CERS3,0,0,0,0,0,0,0,0,0,0,0
MFSD1,0,0,0,0,0,0,0,0,0,0,0
FBXO45,0,0,0,0,0,0,0,0,0,0,0
TALDO1,0,0,0,0,0,0,0,0,0,0,0
CLEC4G,0,0,0,0,0,0,0,0,0,0,0
B4GALNT4,0,0,0,0,0,0,0,0,0,0,0
IRF2BP1,0,0,0,0,0,0,0,0,0,0,0
BRSK2,0,0,0,0,0,0,0,0,0,0,0
TCN1,0,0,0,0,0,0,0,0,0,0,0
SYN3,0,0,0,0,1,0,0,0,0,0,1
TAGLN,0,0,0,1,0,0,0,0,0,0,1
RPS29,0,0,0,0,0,0,0,0,0,0,0
ARHGAP35,1,1,0,0,1,0,0,0,0,0,3
DCUN1D2,0,0,0,0,0,0,0,0,0,0,0
ASNS,0,0,0,0,0,0,0,0,0,0,0
COL5A1,0,0,1,0,0,0,0,1,0,0,2
SPCS3,0,0,0,0,0,0,0,0,0,0,0
ARL6IP6,0,0,0,0,0,0,0,0,0,0,0
KCTD3,0,0,0,0,0,0,0,0,0,0,0
C10orf88,0,0,0,0,0,0,0,0,0,0,0
DCTN6,0,0,0,0,0,0,0,0,0,0,0
SLC6A20,0,0,0,0,0,0,0,0,0,0,0
AKAP5,0,0,0,0,0,0,0,0,0,0,0
MRPS24,0,0,0,0,0,0,0,0,0,0,0
TMEM139,1,0,0,0,0,0,0,0,0,0,1
CHPF2,0,0,0,0,0,0,0,0,0,0,0
KCNN4,0,0,0,0,0,0,0,0,0,0,0
KIF18B,0,0,0,0,0,0,0,0,0,0,0
RABGAP1L,1,0,0,0,0,0,0,0,0,0,1
EPHX2,0,0,0,0,0,0,0,0,0,0,0
CDC37,0,0,0,0,0,0,0,0,0,0,0
PNO1,0,0,0,0,0,0,0,0,0,0,0
CD82,0,0,0,0,0,0,0,0,0,0,0
C12orf40,0,0,0,0,0,0,0,0,0,0,0
NUDT13,0,0,0,0,0,0,0,0,0,0,0
TIAF1,0,0,0,0,1,0,0,0,0,0,1
ART4,0,0,0,0,0,0,0,0,0,0,0
RAPGEF2,1,0,0,0,1,0,0,0,0,0,2
NOP9,0,0,0,0,0,0,0,0,0,0,0
MYBL2,0,0,0,0,0,0,0,0,0,0,0
CEP95,1,0,0,0,0,0,0,0,0,0,1
SGK1,0,1,0,0,0,0,0,0,0,0,1
NMD3,0,0,0,0,0,0,0,0,0,0,0
MYO19,0,0,0,0,0,0,0,0,0,0,0
PROM2,0,0,0,0,0,0,0,0,0,0,0
ZFYVE28,0,0,0,0,0,0,0,0,0,0,0
RETSAT,1,0,0,0,0,0,0,0,0,0,1
ISCU,0,0,0,0,0,0,0,0,0,0,0
WRNIP1,0,0,0,0,0,0,0,0,0,0,0
CDK17,0,0,0,0,0,0,0,0,0,0,0
GPSM3,0,0,0,0,0,0,0,0,0,0,0
LRFN3,1,0,0,0,0,0,0,0,0,0,1
HDAC5,0,0,1,0,0,0,0,0,0,0,1
ATP6V1G1,0,0,0,0,0,0,0,0,0,0,0
CNNM1,0,0,0,0,0,0,0,0,0,0,0
8-Mar,0,0,0,0,0,0,0,0,0,0,0
OST4,0,0,0,0,0,0,0,0,0,0,0
DKK3,0,0,0,0,0,0,0,0,0,0,0
PCDHGA4,0,0,0,0,0,0,0,0,0,0,0
TTC14,0,0,0,0,1,0,0,0,0,0,1
PELI3,0,0,0,0,0,0,0,0,0,0,0
NFE2,0,1,0,0,0,0,0,0,0,0,1
TMEM237,0,0,0,0,0,0,0,0,0,0,0
CHI3L2,0,0,0,0,0,0,0,0,0,0,0
GALNT6,0,0,0,0,0,0,0,0,0,0,0
TPST1,0,0,0,0,0,0,0,0,0,0,0
SIGLEC11,0,0,1,1,0,0,0,0,0,0,2
AMHR2,0,0,0,0,0,0,0,0,0,0,0
ZNF488,0,0,0,0,0,0,0,0,0,0,0
LGMN,0,0,0,0,0,0,0,0,0,0,0
NEK11,0,0,0,0,0,0,0,0,0,0,0
GTPBP4,0,0,0,0,0,0,0,0,0,0,0
PRDX3,0,0,0,0,0,0,0,0,0,0,0
ASB13,0,0,0,0,0,0,0,0,0,0,0
C17orf64,0,0,0,0,0,0,0,0,0,0,0
MMP2,0,0,0,0,0,0,0,0,0,0,0
RAB8B,0,0,0,0,0,0,0,0,0,0,0
CCDC82,0,0,0,0,0,0,0,0,0,0,0
UNC5A,0,0,0,0,0,0,0,0,0,0,0
